year_film,year_ceremony,ceremony,category,name,film,winner
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,Amélie,FALSE
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Julian Fellowes,Gosford Park,TRUE
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Christopher Nolan; Story by Jonathan Nolan,Memento,FALSE
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Milo Addica & Will Rokos,Monster's Ball,FALSE
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Wes Anderson & Owen Wilson,The Royal Tenenbaums,FALSE
2001,2002,74,JEAN HERSHOLT HUMANITARIAN AWARD,Arthur Hiller,,TRUE
2001,2002,74,HONORARY AWARD, Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,,TRUE
2001,2002,74,HONORARY AWARD, Robert Redford:  Actor,,TRUE
2002,2003,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,TRUE
2002,2003,75,ACTOR IN A LEADING ROLE,Nicolas Cage,Adaptation,FALSE
2002,2003,75,ACTOR IN A LEADING ROLE,Michael Caine,The Quiet American,FALSE
2002,2003,75,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,Gangs of New York,FALSE
2002,2003,75,ACTOR IN A LEADING ROLE,Jack Nicholson,About Schmidt,FALSE
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Chris Cooper,Adaptation,TRUE
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Ed Harris,The Hours,FALSE
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,FALSE
2002,2003,75,ACTOR IN A SUPPORTING ROLE,John C. Reilly,Chicago,FALSE
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,FALSE
2002,2003,75,ACTRESS IN A LEADING ROLE,Salma Hayek,Frida,FALSE
2002,2003,75,ACTRESS IN A LEADING ROLE,Nicole Kidman,The Hours,TRUE
2002,2003,75,ACTRESS IN A LEADING ROLE,Diane Lane,Unfaithful,FALSE
2002,2003,75,ACTRESS IN A LEADING ROLE,Julianne Moore,Far from Heaven,FALSE
2002,2003,75,ACTRESS IN A LEADING ROLE,Renée Zellweger,Chicago,FALSE
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Kathy Bates,About Schmidt,FALSE
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,The Hours,FALSE
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Queen Latifah,Chicago,FALSE
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Adaptation,FALSE
2002,2003,75,ACTRESS IN A SUPPORTING ROLE,Catherine Zeta-Jones,Chicago,TRUE
2002,2003,75,ANIMATED FEATURE FILM,Chris Wedge,Ice Age,FALSE
2002,2003,75,ANIMATED FEATURE FILM,Chris Sanders,Lilo & Stitch,FALSE
2002,2003,75,ANIMATED FEATURE FILM,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,FALSE
2002,2003,75,ANIMATED FEATURE FILM,Hayao Miyazaki,Spirited Away,TRUE
2002,2003,75,ANIMATED FEATURE FILM,Ron Clements,Treasure Planet,FALSE
2002,2003,75,ART DIRECTION,Art Direction:  John Myhre; Set Decoration:  Gordon Sim,Chicago,TRUE
2002,2003,75,ART DIRECTION,Art Direction:  Felipe Fernandez del Paso; Set Decoration:  Hania Robledo,Frida,FALSE
2002,2003,75,ART DIRECTION,Art Direction:  Dante Ferretti; Set Decoration:  Francesca Lo Schiavo,Gangs of New York,FALSE
2002,2003,75,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Alan Lee,The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,ART DIRECTION,Art Direction:  Dennis Gassner; Set Decoration:  Nancy Haigh,Road to Perdition,FALSE
2002,2003,75,CINEMATOGRAPHY,Dion Beebe,Chicago,FALSE
2002,2003,75,CINEMATOGRAPHY,Edward Lachman,Far from Heaven,FALSE
2002,2003,75,CINEMATOGRAPHY,Michael Ballhaus,Gangs of New York,FALSE
2002,2003,75,CINEMATOGRAPHY,Pawel Edelman,The Pianist,FALSE
2002,2003,75,CINEMATOGRAPHY,Conrad L. Hall,Road to Perdition,TRUE
2002,2003,75,COSTUME DESIGN,Colleen Atwood,Chicago,TRUE
2002,2003,75,COSTUME DESIGN,Julie Weiss,Frida,FALSE
2002,2003,75,COSTUME DESIGN,Sandy Powell,Gangs of New York,FALSE
2002,2003,75,COSTUME DESIGN,Ann Roth,The Hours,FALSE
2002,2003,75,COSTUME DESIGN,Anna Sheppard,The Pianist,FALSE
2002,2003,75,DIRECTING,Rob Marshall,Chicago,FALSE
2002,2003,75,DIRECTING,Martin Scorsese,Gangs of New York,FALSE
2002,2003,75,DIRECTING,Stephen Daldry,The Hours,FALSE
2002,2003,75,DIRECTING,Roman Polanski,The Pianist,TRUE
2002,2003,75,DIRECTING,Pedro Almodóvar,Talk to Her,FALSE
2002,2003,75,DOCUMENTARY (Feature),"Michael Moore, Michael Donovan",Bowling for Columbine,TRUE
2002,2003,75,DOCUMENTARY (Feature),"Gail Dolgin, Vicente Franco",Daughter from Danang,FALSE
2002,2003,75,DOCUMENTARY (Feature),"Malcolm Clarke, Stuart Sender",Prisoner of Paradise,FALSE
2002,2003,75,DOCUMENTARY (Feature),"Jeffrey Blitz, Sean Welch",Spellbound,FALSE
2002,2003,75,DOCUMENTARY (Feature),Jacques Perrin,Winged Migration,FALSE
2002,2003,75,DOCUMENTARY (Short Subject),Alice Elliott,The Collector of Bedford Street,FALSE
2002,2003,75,DOCUMENTARY (Short Subject),"Robert Hudson, Bobby Houston",Mighty Times: The Legacy of Rosa Parks,FALSE
2002,2003,75,DOCUMENTARY (Short Subject),"Bill Guttentag, Robert David Port",Twin Towers,TRUE
2002,2003,75,DOCUMENTARY (Short Subject),"Roger Weisberg, Murray Nossel",Why Can't We Be a Family Again?,FALSE
2002,2003,75,FILM EDITING,Martin Walsh,Chicago,TRUE
2002,2003,75,FILM EDITING,Thelma Schoonmaker,Gangs of New York,FALSE
2002,2003,75,FILM EDITING,Peter Boyle,The Hours,FALSE
2002,2003,75,FILM EDITING,Michael Horton,The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,FILM EDITING,Hervé de Luze,The Pianist,FALSE
2002,2003,75,FOREIGN LANGUAGE FILM,Mexico,El Crimen del Padre Amaro,FALSE
2002,2003,75,FOREIGN LANGUAGE FILM,People's Republic of China,Hero,FALSE
2002,2003,75,FOREIGN LANGUAGE FILM,Finland,The Man without a Past,FALSE
2002,2003,75,FOREIGN LANGUAGE FILM,Germany,Nowhere in Africa,TRUE
2002,2003,75,FOREIGN LANGUAGE FILM,The Netherlands,Zus & Zo,FALSE
2002,2003,75,MAKEUP,"John Jackson, Beatrice De Alba",Frida,TRUE
2002,2003,75,MAKEUP,"John M. Elliott, Jr., Barbara Lorenz",The Time Machine,FALSE
2002,2003,75,MUSIC (Original Score),John Williams,Catch Me If You Can,FALSE
2002,2003,75,MUSIC (Original Score),Elmer Bernstein,Far from Heaven,FALSE
2002,2003,75,MUSIC (Original Score),Elliot Goldenthal,Frida,TRUE
2002,2003,75,MUSIC (Original Score),Philip Glass,The Hours,FALSE
2002,2003,75,MUSIC (Original Score),Thomas Newman,Road to Perdition,FALSE
2002,2003,75,MUSIC (Original Song),Music by Elliot Goldenthal; Lyric by Julie Taymor,Frida,FALSE
2002,2003,75,MUSIC (Original Song),Music and Lyric by Paul Simon,The Wild Thornberrys Movie,FALSE
2002,2003,75,MUSIC (Original Song),"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",Gangs of New York,FALSE
2002,2003,75,MUSIC (Original Song),Music by John Kander; Lyric by Fred Ebb,Chicago,FALSE
2002,2003,75,MUSIC (Original Song),"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",8 Mile,TRUE
2002,2003,75,BEST PICTURE,"Martin Richards, Producer",Chicago,TRUE
2002,2003,75,BEST PICTURE,"Alberto Grimaldi and Harvey Weinstein, Producers",Gangs of New York,FALSE
2002,2003,75,BEST PICTURE,"Scott Rudin and Robert Fox, Producers",The Hours,FALSE
2002,2003,75,BEST PICTURE,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,BEST PICTURE,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",The Pianist,FALSE
2002,2003,75,SHORT FILM (Animated),Tomek Baginski,The Cathedral,FALSE
2002,2003,75,SHORT FILM (Animated),Eric Armstrong,The ChubbChubbs!,TRUE
2002,2003,75,SHORT FILM (Animated),"Chris Stenner, Heidi Wittlinger",Das Rad,FALSE
2002,2003,75,SHORT FILM (Animated),"Pete Docter, Roger Gould",Mike's New Car,FALSE
2002,2003,75,SHORT FILM (Animated),Koji Yamamura,Mt. Head,FALSE
2002,2003,75,SHORT FILM (Live Action),"Dirk Beliën, Anja Daelemans",Fait D'Hiver,FALSE
2002,2003,75,SHORT FILM (Live Action),"Philippe Orreindy, Thomas Gaudin",I'll Wait for the Next One... (J'Attendrai Le Suivant...),FALSE
2002,2003,75,SHORT FILM (Live Action),"Steven Pasvolsky, Joe Weatherstone",Inja (Dog),FALSE
2002,2003,75,SHORT FILM (Live Action),"Lexi Alexander, Alexander Buono",Johnny Flynton,FALSE
2002,2003,75,SHORT FILM (Live Action),"Martin Strange-Hansen, Mie Andreasen",This Charming Man (Der Er En Yndig Mand),TRUE
2002,2003,75,SOUND,"Michael Minkler, Dominick Tavella, David Lee",Chicago,TRUE
2002,2003,75,SOUND,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",Gangs of New York,FALSE
2002,2003,75,SOUND,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,SOUND,"Scott Millan, Bob Beemer, John Patrick Pritchett",Road to Perdition,FALSE
2002,2003,75,SOUND,"Kevin O'Connell, Greg P. Russell, Ed Novick",Spider-Man,FALSE
2002,2003,75,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins",The Lord of the Rings: The Two Towers,TRUE
2002,2003,75,SOUND EDITING,"Richard Hymns, Gary Rydstrom",Minority Report,FALSE
2002,2003,75,SOUND EDITING,Scott A. Hecker,Road to Perdition,FALSE
2002,2003,75,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",The Lord of the Rings: The Two Towers,TRUE
2002,2003,75,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",Spider-Man,FALSE
2002,2003,75,VISUAL EFFECTS,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow",Star Wars Episode II Attack of the Clones,FALSE
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,About a Boy,FALSE
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Charlie Kaufman and Donald Kaufman,Adaptation,FALSE
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Bill Condon,Chicago,FALSE
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by David Hare,The Hours,FALSE
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Pianist,TRUE
2002,2003,75,WRITING (Original Screenplay),Written by Todd Haynes,Far from Heaven,FALSE
2002,2003,75,WRITING (Original Screenplay),Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,Gangs of New York,FALSE
2002,2003,75,WRITING (Original Screenplay),Written by Nia Vardalos,My Big Fat Greek Wedding,FALSE
2002,2003,75,WRITING (Original Screenplay),Written by Pedro Almodóvar,Talk to Her,TRUE
2002,2003,75,WRITING (Original Screenplay),Written by Carlos Cuarón and Alfonso Cuarón,Y Tu Mamá También,FALSE
2002,2003,75,HONORARY AWARD, Peter O'ole,,TRUE
2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,ACTOR IN A LEADING ROLE,Ben Kingsley,House of Sand and Fog,FALSE
2003,2004,76,ACTOR IN A LEADING ROLE,Jude Law,Cold Mountain,FALSE
2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,FALSE
2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,TRUE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Alec Baldwin,The Cooler,FALSE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,FALSE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,FALSE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,TRUE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,FALSE
2003,2004,76,ACTRESS IN A LEADING ROLE,Keisha Castle-Hughes,Whale Rider,FALSE
2003,2004,76,ACTRESS IN A LEADING ROLE,Diane Keaton,Something's Gotta Give,FALSE
2003,2004,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,FALSE
2003,2004,76,ACTRESS IN A LEADING ROLE,Charlize Theron,Monster,TRUE
2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,FALSE
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Shohreh Aghdashloo,House of Sand and Fog,FALSE
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Patricia Clarkson,Pieces of April,FALSE
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,FALSE
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Holly Hunter,Thirteen,FALSE
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Renée Zellweger,Cold Mountain,TRUE
2003,2004,76,ANIMATED FEATURE FILM,Aaron Blaise and Robert Walker,Brother Bear,FALSE
2003,2004,76,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,TRUE
2003,2004,76,ANIMATED FEATURE FILM,Sylvain Chomet,The Triplets of Belleville,FALSE
2003,2004,76,ART DIRECTION,Art Direction: Ben Van Os; Set Decoration: Cecile Heideman,Girl with a Pearl Earring,FALSE
2003,2004,76,ART DIRECTION,Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau,The Last Samurai,FALSE
2003,2004,76,ART DIRECTION,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,ART DIRECTION,Art Direction: William Sandell; Set Decoration: Robert Gould,Master and Commander: The Far Side of the World,FALSE
2003,2004,76,ART DIRECTION,Art Direction: Jeannine Oppewall; Set Decoration: Leslie Pope,Seabiscuit,FALSE
2003,2004,76,CINEMATOGRAPHY,Cesar Charlone,City of God,FALSE
2003,2004,76,CINEMATOGRAPHY,John Seale,Cold Mountain,FALSE
2003,2004,76,CINEMATOGRAPHY,Eduardo Serra,Girl with a Pearl Earring,FALSE
2003,2004,76,CINEMATOGRAPHY,Russell Boyd,Master and Commander: The Far Side of the World,TRUE
2003,2004,76,CINEMATOGRAPHY,John Schwartzman,Seabiscuit,FALSE
2003,2004,76,COSTUME DESIGN,Dien van Straalen,Girl with a Pearl Earring,FALSE
2003,2004,76,COSTUME DESIGN,Ngila Dickson,The Last Samurai,FALSE
2003,2004,76,COSTUME DESIGN,Ngila Dickson and Richard Taylor,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,COSTUME DESIGN,Wendy Stites,Master and Commander: The Far Side of the World,FALSE
2003,2004,76,COSTUME DESIGN,Judianna Makovsky,Seabiscuit,FALSE
2003,2004,76,DIRECTING,Fernando Meirelles,City of God,FALSE
2003,2004,76,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,DIRECTING,Sofia Coppola,Lost in Translation,FALSE
2003,2004,76,DIRECTING,Peter Weir,Master and Commander: The Far Side of the World,FALSE
2003,2004,76,DIRECTING,Clint Eastwood,Mystic River,FALSE
2003,2004,76,DOCUMENTARY (Feature),Carlos Bosch and Josep Maria Domenech,Balseros,FALSE
2003,2004,76,DOCUMENTARY (Feature),Andrew Jarecki and Marc Smerling,Capturing the Friedmans,FALSE
2003,2004,76,DOCUMENTARY (Feature),Errol Morris and Michael Williams,The Fog of War,TRUE
2003,2004,76,DOCUMENTARY (Feature),Nathaniel Kahn and Susan R. Behr,My Architect,FALSE
2003,2004,76,DOCUMENTARY (Feature),Sam Green and Bill Siegel,The Weather Underground,FALSE
2003,2004,76,DOCUMENTARY (Short Subject),Sandy McLeod and Gini Reticker,Asylum,FALSE
2003,2004,76,DOCUMENTARY (Short Subject),Maryann DeLeo,Chernobyl Heart,TRUE
2003,2004,76,DOCUMENTARY (Short Subject),Katja Esson,Ferry Tales,FALSE
2003,2004,76,FILM EDITING,Daniel Rezende,City of God,FALSE
2003,2004,76,FILM EDITING,Walter Murch,Cold Mountain,FALSE
2003,2004,76,FILM EDITING,Jamie Selkirk,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,FILM EDITING,Lee Smith,Master and Commander: The Far Side of the World,FALSE
2003,2004,76,FILM EDITING,William Goldenberg,Seabiscuit,FALSE
2003,2004,76,FOREIGN LANGUAGE FILM,Canada,The Barbarian Invasions,TRUE
2003,2004,76,FOREIGN LANGUAGE FILM,Sweden,Evil,FALSE
2003,2004,76,FOREIGN LANGUAGE FILM,Japan,The Twilight Samurai,FALSE
2003,2004,76,FOREIGN LANGUAGE FILM,The Netherlands,Twin Sisters,FALSE
2003,2004,76,FOREIGN LANGUAGE FILM,Czech Republic,Zelary,FALSE
2003,2004,76,MAKEUP,Richard Taylor and Peter King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,MAKEUP,Edouard Henriques III and Yolanda Toussieng,Master and Commander: The Far Side of the World,FALSE
2003,2004,76,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,MUSIC (Original Score),Danny Elfman,Big Fish,FALSE
2003,2004,76,MUSIC (Original Score),Gabriel Yared,Cold Mountain,FALSE
2003,2004,76,MUSIC (Original Score),Thomas Newman,Finding Nemo,FALSE
2003,2004,76,MUSIC (Original Score),James Horner,House of Sand and Fog,FALSE
2003,2004,76,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,MUSIC (Original Song),Music by Benoît Charest; Lyric by Sylvain Chomet,The Triplets of Belleville,FALSE
2003,2004,76,MUSIC (Original Song),Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,MUSIC (Original Song),Music and Lyric by Michael McKean and Annette O'Toole,A Mighty Wind,FALSE
2003,2004,76,MUSIC (Original Song),Music and Lyric by T Bone Burnett and Elvis Costello,Cold Mountain,FALSE
2003,2004,76,MUSIC (Original Song),Music and Lyric by Sting,Cold Mountain,FALSE
2003,2004,76,BEST PICTURE,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,BEST PICTURE,"Ross Katz and Sofia Coppola, Producers",Lost in Translation,FALSE
2003,2004,76,BEST PICTURE,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers",Master and Commander: The Far Side of the World,FALSE
2003,2004,76,BEST PICTURE,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",Mystic River,FALSE
2003,2004,76,BEST PICTURE,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers",Seabiscuit,FALSE
2003,2004,76,SHORT FILM (Animated),Bud Luckey,Boundin',FALSE
2003,2004,76,SHORT FILM (Animated),Dominique Monfery and Roy Edward Disney,Destino,FALSE
2003,2004,76,SHORT FILM (Animated),Carlos Saldanha and John C. Donkin,Gone Nutty,FALSE
2003,2004,76,SHORT FILM (Animated),Adam Elliot,Harvie Krumpet,TRUE
2003,2004,76,SHORT FILM (Animated),Chris Hinton,Nibbles,FALSE
2003,2004,76,SHORT FILM (Live Action),Florian Baxmeyer,Die Rote Jacke (The Red Jacket),FALSE
2003,2004,76,SHORT FILM (Live Action),Bobby Garabedian and William Zabka,Most (The Bridge),FALSE
2003,2004,76,SHORT FILM (Live Action),Lionel Bailliu,Squash,FALSE
2003,2004,76,SHORT FILM (Live Action),Stefan Arsenijevi¿,(A) Torzija [(A) Torsion],FALSE
2003,2004,76,SHORT FILM (Live Action),Aaron Schneider and Andrew J. Sacks,Two Soldiers,TRUE
2003,2004,76,SOUND EDITING,Gary Rydstrom and Michael Silvers,Finding Nemo,FALSE
2003,2004,76,SOUND EDITING,Richard King,Master and Commander: The Far Side of the World,TRUE
2003,2004,76,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,SOUND MIXING,"Andy Nelson, Anna Behlmer and Jeff Wexler",The Last Samurai,FALSE
2003,2004,76,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,SOUND MIXING,"Paul Massey, D.M. Hemphill and Arthur Rochester",Master and Commander: The Far Side of the World,FALSE
2003,2004,76,SOUND MIXING,"Christopher Boyes, David Parker, David Campbell and Lee Orloff",Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,SOUND MIXING,"Andy Nelson, Anna Behlmer and Tod A. Maitland",Seabiscuit,FALSE
2003,2004,76,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke",The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,VISUAL EFFECTS,"Dan Sudick, Stefen Fangmeier, Nathan McGuinness and Robert Stromberg",Master and Commander: The Far Side of the World,FALSE
2003,2004,76,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Terry Frazee",Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,WRITING (Adapted Screenplay),Written by Robert Pulcini & Shari Springer Berman,American Splendor,FALSE
2003,2004,76,WRITING (Adapted Screenplay),Screenplay by Braulio Mantovani,City of God,FALSE
2003,2004,76,WRITING (Adapted Screenplay),"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson",The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,WRITING (Adapted Screenplay),Screenplay by Brian Helgeland,Mystic River,FALSE
2003,2004,76,WRITING (Adapted Screenplay),Written for the Screen by Gary Ross,Seabiscuit,FALSE
2003,2004,76,WRITING (Original Screenplay),Written by Denys Arcand,The Barbarian Invasions,FALSE
2003,2004,76,WRITING (Original Screenplay),Written by Steven Knight,Dirty Pretty Things,FALSE
2003,2004,76,WRITING (Original Screenplay),"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",Finding Nemo,FALSE
2003,2004,76,WRITING (Original Screenplay),Written by Jim Sheridan & Naomi Sheridan & Kirsten Sheridan,In America,FALSE
2003,2004,76,WRITING (Original Screenplay),Written by Sofia Coppola,Lost in Translation,TRUE
2003,2004,76,HONORARY AWARD, Blake Edwards in recognition of his writing,,TRUE
2004,2005,77,ACTOR IN A LEADING ROLE,Don Cheadle,Hotel Rwanda,FALSE
2004,2005,77,ACTOR IN A LEADING ROLE,Johnny Depp,Finding Neverland,FALSE
2004,2005,77,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,The Aviator,FALSE
2004,2005,77,ACTOR IN A LEADING ROLE,Clint Eastwood,Million Dollar Baby,FALSE
2004,2005,77,ACTOR IN A LEADING ROLE,Jamie Foxx,Ray,TRUE
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Alan Alda,The Aviator,FALSE
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Thomas Haden Church,Sideways,FALSE
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Jamie Foxx,Collateral,FALSE
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,TRUE
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Clive Owen,Closer,FALSE
2004,2005,77,ACTRESS IN A LEADING ROLE,Annette Bening,Being Julia,FALSE
2004,2005,77,ACTRESS IN A LEADING ROLE,Catalina Sandino Moreno,Maria Full of Grace,FALSE
2004,2005,77,ACTRESS IN A LEADING ROLE,Imelda Staunton,Vera Drake,FALSE
2004,2005,77,ACTRESS IN A LEADING ROLE,Hilary Swank,Million Dollar Baby,TRUE
2004,2005,77,ACTRESS IN A LEADING ROLE,Kate Winslet,Eternal Sunshine of the Spotless Mind,FALSE
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,The Aviator,TRUE
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Laura Linney,Kinsey,FALSE
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Virginia Madsen,Sideways,FALSE
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Sophie Okonedo,Hotel Rwanda,FALSE
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Natalie Portman,Closer,FALSE
2004,2005,77,ANIMATED FEATURE FILM,Brad Bird,The Incredibles,TRUE
2004,2005,77,ANIMATED FEATURE FILM,Bill Damaschke,Shark Tale,FALSE
2004,2005,77,ANIMATED FEATURE FILM,Andrew Adamson,Shrek 2,FALSE
2004,2005,77,ART DIRECTION,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,The Aviator,TRUE
2004,2005,77,ART DIRECTION,Art Direction: Gemma Jackson; Set Decoration: Trisha Edwards,Finding Neverland,FALSE
2004,2005,77,ART DIRECTION,Art Direction: Rick Heinrichs; Set Decoration: Cheryl Carasik,Lemony Snicket's A Series of Unfortunate Events,FALSE
2004,2005,77,ART DIRECTION,Art Direction: Anthony Pratt; Set Decoration: Celia Bobak,The Phantom of the Opera,FALSE
2004,2005,77,ART DIRECTION,Art Direction: Aline Bonetto,A Very Long Engagement,FALSE
2004,2005,77,CINEMATOGRAPHY,Robert Richardson,The Aviator,TRUE
2004,2005,77,CINEMATOGRAPHY,Zhao Xiaoding,House of Flying Daggers,FALSE
2004,2005,77,CINEMATOGRAPHY,Caleb Deschanel,The Passion of the Christ,FALSE
2004,2005,77,CINEMATOGRAPHY,John Mathieson,The Phantom of the Opera,FALSE
2004,2005,77,CINEMATOGRAPHY,Bruno Delbonnel,A Very Long Engagement,FALSE
2004,2005,77,COSTUME DESIGN,Sandy Powell,The Aviator,TRUE
2004,2005,77,COSTUME DESIGN,Alexandra Byrne,Finding Neverland,FALSE
2004,2005,77,COSTUME DESIGN,Colleen Atwood,Lemony Snicket's A Series of Unfortunate Events,FALSE
2004,2005,77,COSTUME DESIGN,Sharen Davis,Ray,FALSE
2004,2005,77,COSTUME DESIGN,Bob Ringwood,Troy,FALSE
2004,2005,77,DIRECTING,Martin Scorsese,The Aviator,FALSE
2004,2005,77,DIRECTING,Clint Eastwood,Million Dollar Baby,TRUE
2004,2005,77,DIRECTING,Taylor Hackford,Ray,FALSE
2004,2005,77,DIRECTING,Alexander Payne,Sideways,FALSE
2004,2005,77,DIRECTING,Mike Leigh,Vera Drake,FALSE
2004,2005,77,DOCUMENTARY (Feature),Ross Kauffman and Zana Briski,Born into Brothels,TRUE
2004,2005,77,DOCUMENTARY (Feature),Luigi Falorni and Byambasuren Davaa,The Story of the Weeping Camel,FALSE
2004,2005,77,DOCUMENTARY (Feature),Morgan Spurlock,Super Size Me,FALSE
2004,2005,77,DOCUMENTARY (Feature),Lauren Lazin and Karolyn Ali,Tupac: Resurrection,FALSE
